Wealth,Age,Gender,Region,TVRegion,LoyaltyStatus,SpendYTD,MemberLength,TargetBuy,TargetAmt
24,35,F,North,N West,Silver,1000,5,1,3
9,35,F,South East,S & S East,Tin,0.01,8,1,1
10,34,F,Midlands,East,Silver,5000,3,1,1
7,42,M,South East,London,Gold,8053.35,14,1,1
12,65,F,North,N West,Tin,0.01,5,0,0
9,53,M,South East,S & S East,Tin,0.01,9,0,0
10,69,F,North,N West,Silver,2000,8,0,0
7,43,F,North,Yorkshire,Silver,1000,6,1,1
13,75,U,Midlands,Midlands,Silver,1000,9,0,0
11,53,M,Midlands,Midlands,Silver,3211.79,4,0,0
9,52,F,South East,London,Gold,5982,6,0,0
5,69,F,South East,London,Silver,1500,16,0,0
8,31,F,North,N West,Tin,0.01,5,1,1
10,55,F,Midlands,East,Silver,582.64,3,1,2
8,66,F,North,N East,Gold,6000,5,0,0
3,55,U,Midlands,East,Tin,0.01,8,0,0
7,36,F,South East,S & S East,Silver,1000.01,8,1,1
12,54,F,North,Yorkshire,Gold,14870,13,0,0
13,30,F,South East,London,Tin,0.01,5,1,1
8,67,F,Midlands,Midlands,Gold,20000,4,0,0
6,51,F,North,N West,Tin,0.01,5,0,0
11,31,F,Midlands,East,Tin,0.01,4,1,1
9,44,M,South East,S & S East,Tin,0.01,8,1,1
14,39,F,Midlands,Midlands,Tin,0.01,7,1,1
16,33,F,North,Yorkshire,Tin,0.01,5,1,1
8,69,F,South East,S & S East,Gold,9000,8,0,0
8,40,F,Midlands,Midlands,Tin,0.01,10,0,0
7,59,F,North,Yorkshire,Gold,12000,9,0,0
8,53,M,South East,London,Silver,100,1,0,0
4,38,F,South East,London,Tin,0.01,8,1,1
6,59,U,South East,London,Gold,18000,4,0,0
6,59,F,South West,S West,Silver,5000,6,0,0
7,34,F,South East,S & S East,Silver,3000,3,1,1
12,42,U,Midlands,Midlands,Gold,13000.02,13,0,0
7,70,F,South East,London,Gold,18000,8,0,0
7,63,M,South East,London,Gold,6107.64,6,1,1
9,50,M,Midlands,Midlands,Tin,0.01,7,0,0
8,48,F,Scottish,C Scotland,Gold,6000,8,0,0
9,45,F,Scottish,C Scotland,Silver,2000,5,0,0
8,64,F,North,N East,Gold,9000,29,1,1
12,35,U,South East,London,Gold,6000,2,1,1
8,54,F,South East,S & S East,Silver,2000,9,0,0
7,53,M,South East,London,Silver,1000,9,0,0
12,53,M,North,N East,Silver,1000,2,0,0
17,40,F,South East,S & S East,Tin,0.01,7,0,0
9,64,M,South East,S & S East,Gold,6000,2,0,0
10,57,M,Midlands,Midlands,Gold,12000,2,1,1
5,73,M,South East,London,Gold,6105.32,7,0,0
5,68,M,South East,London,Gold,6000,1,0,0
2,74,M,South East,London,Gold,18140.78,7,0,0
11,55,F,Midlands,Midlands,Silver,1053.34,4,1,1
5,72,U,Midlands,Wales & West,Silver,2500,9,0,0
14,74,U,North,N West,Silver,3000,5,0,0
10,50,F,Midlands,East,Tin,0.01,7,0,0
7,59,M,North,N West,Silver,2500,4,0,0
7,54,M,South East,London,Gold,12000,3,0,0
6,56,F,Midlands,Midlands,Gold,7000,9,0,0
10,79,M,Midlands,Midlands,Silver,2000,18,0,0
8,48,M,Midlands,Midlands,Silver,1500,6,0,0
15,42,M,South East,London,Tin,0.01,5,1,1
8,73,F,North,Yorkshire,Silver,1000,8,1,1
10,68,F,Midlands,Wales & West,Gold,6053.34,12,0,0
7,42,F,North,Yorkshire,Gold,6053.35,5,1,1
9,77,F,South East,S & S East,Gold,12000,8,0,0
4,51,F,North,N East,Tin,0.01,5,0,0
11,69,F,North,Yorkshire,Gold,6105.32,7,0,0
10,64,F,South West,S West,Gold,12500,11,0,0
12,27,F,Midlands,East,Silver,1320,1,1,1
4,52,U,South East,S & S East,Tin,0.01,10,0,0
6,60,U,South East,S & S East,Silver,4540.16,10,0,0
15,37,M,Midlands,Wales & West,Silver,3000,3,1,1
8,43,M,South East,London,Tin,0.01,5,1,2
3,64,U,South East,S & S East,Tin,0.01,6,0,0
6,38,F,South East,London,Tin,0.01,5,1,1
9,62,U,North,Yorkshire,Silver,1000,2,0,0
8,56,U,South East,London,Tin,0.01,4,0,0
5,25,M,South East,London,Silver,1000,2,0,0
11,58,F,South West,S West,Silver,1200.01,8,1,2
4,48,M,South West,S West,Silver,100.01,8,0,0
7,71,F,Midlands,Ulster,Gold,8000,5,1,1
8,45,F,South East,S & S East,Tin,0.01,4,0,0
9,70,M,Midlands,East,Tin,0.01,6,0,0
11,35,F,South East,London,Silver,2512.64,9,0,0
7,34,U,Midlands,East,Tin,0.01,5,0,0
8,70,M,South East,S & S East,Gold,14500,14,0,0
7,59,F,South East,London,Gold,5655.91,13,0,0
17,61,U,South East,London,Silver,1000,10,0,0
6,49,F,Midlands,Midlands,Tin,0.01,5,0,0
9,73,M,South East,London,Silver,960,11,0,0
15,56,F,North,N East,Gold,6000,9,1,1
6,50,F,South East,London,Silver,3000,3,0,0
7,53,M,Midlands,Ulster,Gold,6800,9,0,0
9,34,F,Midlands,Midlands,Silver,1000,6,1,1
16,26,F,North,Yorkshire,Silver,2000,1,1,2
10,68,F,South East,London,Silver,1000,1,0,0
6,48,U,Midlands,Midlands,Silver,4610.38,9,0,0
11,57,F,Midlands,Midlands,Gold,10000,3,0,0
12,58,M,South East,London,Silver,1000,1,1,1
11,68,F,South East,S & S East,Gold,15080.02,8,0,0
8,42,F,South East,London,Silver,1000,4,0,0
15,72,U,South East,London,Platinum,23000,5,0,0
14,40,U,South East,London,Silver,100,1,0,0
5,36,F,South East,London,Tin,0.01,7,0,0
8,33,F,North,N West,Tin,0.01,5,0,0
13,56,F,North,Yorkshire,Silver,5000,4,1,1
9,51,F,North,Yorkshire,Tin,0.01,9,0,0
6,35,F,Midlands,Midlands,Tin,0.01,8,0,0
13,46,F,South East,London,Gold,6000,1,1,2
7,72,U,Midlands,Midlands,Tin,0.01,5,0,0
12,43,F,Midlands,Ulster,Silver,2400,1,1,1
6,61,M,South East,London,Platinum,33088.81,12,0,0
10,53,F,Scottish,C Scotland,Silver,360,9,0,0
6,53,M,South East,S & S East,Tin,0.01,8,0,0
7,57,F,South East,London,Gold,10600,10,0,0
5,60,U,Midlands,Wales & West,Silver,3000,30,0,0
11,75,U,South East,London,Silver,1500,12,0,0
14,47,U,Midlands,Midlands,Gold,10000,1,0,0
10,45,F,South East,S & S East,Silver,600,8,0,0
4,45,U,North,N West,Tin,0.01,5,0,0
13,50,F,Scottish,C Scotland,Silver,5000,8,1,2
14,60,M,South East,London,Tin,0.01,8,0,0
10,52,F,North,Yorkshire,Silver,3000,7,0,0
5,36,U,North,N East,Gold,6000,2,0,0
9,39,U,South East,London,Tin,0.01,5,0,0
6,51,M,Midlands,Midlands,Silver,4000,5,0,0
13,32,F,South East,London,Tin,0.01,7,1,1
7,38,M,Scottish,C Scotland,Tin,0.01,9,0,0
9,53,F,North,Yorkshire,Silver,1200,1,0,0
9,36,F,South East,London,Silver,1000,5,1,1
10,61,F,South East,London,Gold,6000,2,0,0
9,61,F,Midlands,Midlands,Silver,3000,4,0,0
5,39,F,South East,S & S East,Silver,0.02,6,1,1
4,66,U,South East,London,Gold,12000,32,0,0
3,72,M,Midlands,Midlands,Platinum,25001.7,4,0,0
11,67,F,South East,London,Platinum,21000,7,0,0
10,34,F,Midlands,Midlands,Silver,1320,5,0,0
12,54,M,North,N West,Gold,12105.32,8,0,0
4,71,F,South East,London,Silver,3000,2,0,0
9,69,U,Midlands,Midlands,Silver,3000,8,1,1
10,75,F,South East,S & S East,Gold,12000,2,0,0
12,53,F,Midlands,East,Gold,12000,8,1,1
8,42,U,South East,London,Silver,2035.87,6,0,0
8,75,M,South East,S & S East,Silver,2500,3,0,0
5,55,F,North,N West,Tin,0.01,5,0,0
11,55,F,South East,S & S East,Tin,0.01,8,0,0
10,41,F,South East,London,Platinum,51000,1,1,1
11,47,F,South East,S & S East,Tin,0.01,1,0,0
8,33,M,Midlands,East,Silver,5000,2,0,0
4,74,F,North,N West,Gold,6000,2,0,0
8,61,F,Midlands,Wales & West,Silver,2500.01,9,1,1
6,45,U,North,N West,Silver,480.01,5,0,0
12,55,U,South East,London,Gold,6000,1,0,0
6,63,F,Midlands,Midlands,Gold,12000,4,0,0
6,77,M,South East,London,Gold,18000,5,1,1
6,67,U,North,N West,Silver,4000,2,0,0
7,34,U,South East,London,Silver,1000,6,1,1
15,48,F,Midlands,Midlands,Gold,10000,4,0,0
3,73,F,South East,London,Silver,100,9,0,0
10,63,F,North,N West,Silver,4000,1,0,0
11,65,M,North,Yorkshire,Gold,12884.25,8,0,0
7,58,F,South East,S & S East,Tin,0.01,5,0,0
10,66,M,South East,London,Gold,5500,1,0,0
11,62,U,Midlands,Midlands,Gold,6000,4,0,0
8,64,F,North,Yorkshire,Gold,18160.99,6,0,0
11,42,F,South East,S & S East,Silver,50,10,0,0
4,57,M,South East,S & S East,Silver,3000,10,0,0
12,36,F,South East,S & S East,Tin,0.01,5,1,3
6,60,F,Midlands,Midlands,Gold,6000,12,0,0
5,53,F,North,N West,Gold,6000,2,0,0
9,79,M,North,Yorkshire,Silver,3000,2,0,0
8,62,F,Midlands,East,Gold,6400,5,0,0
6,51,M,North,Yorkshire,Silver,3000,3,1,1
11,52,F,North,N West,Silver,1000,4,0,0
13,57,M,Midlands,Wales & West,Gold,6107.64,6,0,0
3,47,F,South East,London,Tin,0.01,6,0,0
9,20,F,North,N West,Silver,1000,2,0,0
9,32,M,Midlands,Wales & West,Platinum,22209.96,2,1,1
10,50,M,Midlands,East,Tin,0.01,5,0,0
10,63,F,South West,S West,Silver,550,14,0,0
10,33,F,South East,London,Silver,0.02,4,1,1
9,41,F,South East,London,Tin,0.01,4,0,0
1,60,U,North,Yorkshire,Gold,6053.34,4,0,0
9,42,F,South East,London,Tin,0.01,4,0,0
5,49,F,South East,London,Tin,0.01,5,0,0
11,78,M,South West,S West,Gold,6000,4,1,1
10,51,M,Midlands,Wales & West,Tin,0.01,8,1,1
5,34,F,Midlands,Midlands,Tin,0.01,5,0,0
15,58,U,North,Yorkshire,Platinum,20374.82,3,1,1
10,38,F,South East,London,Silver,410,2,1,1
9,73,U,South East,S & S East,Gold,6000,9,0,0
13,68,F,North,N East,Silver,3052.66,7,0,0
8,48,U,South East,London,Tin,0.01,8,0,0
8,57,F,South East,London,Silver,600,9,0,0
7,65,U,South East,London,Silver,1500,9,0,0
6,65,U,Scottish,N Scot,Tin,0.01,5,0,0
8,68,M,Midlands,Midlands,Gold,8100,8,0,0
12,37,M,South East,London,Gold,6105.32,7,1,1
7,61,U,South East,London,Tin,0.01,9,0,0
6,71,F,Midlands,Wales & West,Gold,6000,2,0,0
13,31,F,South East,London,Silver,3000,3,1,1
14,61,U,Midlands,East,Silver,1000,5,0,0
8,29,F,South East,London,Silver,500,9,1,1
7,40,F,South East,S & S East,Tin,0.01,4,0,0
7,23,F,South East,S & S East,Silver,1000,4,1,1
5,36,F,Scottish,C Scotland,Silver,1000,5,1,1
9,49,M,North,Yorkshire,Silver,600,9,0,0
8,53,M,Midlands,Midlands,Tin,0.01,2,0,0
6,70,M,Midlands,East,Silver,5000,9,0,0
17,54,M,South East,London,Gold,6053.35,19,0,0
4,62,F,South East,London,Tin,0.01,4,0,0
12,64,F,Midlands,East,Silver,3000,8,0,0
9,27,F,Midlands,East,Tin,0.01,5,1,1
8,78,U,South East,London,Gold,6000,2,0,0
8,28,M,South East,London,Tin,0.01,5,0,0
8,33,M,Midlands,Midlands,Tin,0.01,8,0,0
7,50,F,South East,London,Tin,0.01,11,0,0
4,63,U,South East,S & S East,Silver,660,5,0,0
9,27,F,North,N East,Tin,0.01,5,1,1
9,59,M,Midlands,East,Gold,15053.35,5,1,2
12,47,U,South East,London,Gold,14053.35,14,0,0
14,61,F,Midlands,Midlands,Silver,4000,1,1,1
14,46,F,Midlands,Midlands,Silver,4800,4,1,2
8,52,F,Midlands,Midlands,Tin,0.01,7,0,0
13,41,F,South East,London,Tin,0.01,8,1,2
9,39,F,South East,London,Silver,300,2,0,0
10,67,F,North,N West,Silver,3000,8,1,1
9,30,F,South East,London,Silver,420,7,0,0
11,38,U,North,Yorkshire,Silver,1000,4,1,1
7,52,F,North,Yorkshire,Gold,6000,6,0,0
3,56,F,North,N East,Silver,2850.49,5,0,0
9,49,M,South East,S & S East,Silver,2000,4,0,0
2,51,F,Midlands,Midlands,Gold,6000,1,0,0
10,38,M,South East,London,Gold,9053.35,9,1,1
20,37,U,South East,S & S East,Tin,0.01,5,1,1
7,57,M,South East,London,Tin,0.01,9,0,0
8,43,F,South East,London,Tin,0.01,1,1,1
9,45,F,South East,London,Silver,1000,1,0,0
7,61,U,Midlands,Midlands,Gold,6000,1,0,0
7,50,U,North,N West,Gold,6000,13,0,0
5,47,F,South East,London,Tin,0.01,5,0,0
10,66,F,Midlands,Midlands,Platinum,23000,8,1,1
10,53,F,South East,London,Gold,5965.85,6,1,1
7,45,U,Midlands,Wales & West,Tin,0.01,5,0,0
3,56,U,North,N East,Gold,6000,2,0,0
10,40,M,North,N West,Silver,3000,5,0,0
10,45,U,North,N West,Silver,600,4,0,0
12,41,U,South East,London,Tin,0.01,8,0,0
11,42,F,North,Yorkshire,Silver,456.01,5,1,1
9,38,F,North,Yorkshire,Silver,960,1,1,1
9,75,F,South East,London,Platinum,20338.72,3,0,0
7,46,F,South East,S & S East,Silver,2020.01,5,0,0
4,69,M,South East,London,Silver,2000,1,0,0
13,78,M,Midlands,Midlands,Gold,16553.35,5,1,1
16,73,F,Midlands,Midlands,Silver,4035.57,9,0,0
11,54,U,South East,London,Tin,0.01,8,0,0
7,57,F,North,N West,Silver,3500,9,0,0
8,31,M,Midlands,Wales & West,Silver,75.01,5,0,0
8,45,F,South West,S West,Silver,5000,1,0,0
4,53,U,North,N East,Silver,3050,8,0,0
8,36,F,South East,London,Tin,0.01,4,1,1
8,52,F,Midlands,Midlands,Silver,2040,5,0,0
18,38,F,Midlands,Wales & West,Tin,0.01,9,1,2
14,39,F,Scottish,C Scotland,Gold,6000,4,1,1
6,79,F,Midlands,Wales & West,Silver,1500,4,1,1
8,38,F,South East,London,Silver,455.01,8,1,1
10,56,F,South East,London,Platinum,50000,3,0,0
8,61,F,North,Yorkshire,Silver,5000,5,0,0
7,73,F,Midlands,East,Gold,17083.75,9,0,0
17,51,F,North,Yorkshire,Tin,0.01,5,1,1
6,58,F,South East,London,Platinum,20573.9,3,1,1
6,43,M,South East,S & S East,Silver,660,12,0,0
2,46,F,South East,S & S East,Gold,6000,2,0,0
11,45,F,South East,London,Tin,0.01,5,0,0
8,79,U,South East,S & S East,Silver,0.02,9,0,0
11,63,F,North,N West,Gold,12125.1,5,0,0
6,42,M,Scottish,C Scotland,Tin,0.01,10,0,0
5,51,F,Midlands,East,Gold,6053.35,11,0,0
9,46,F,Midlands,Midlands,Silver,500,8,0,0
12,56,F,Midlands,Wales & West,Gold,12000,2,1,2
9,73,F,Midlands,Wales & West,Gold,8900,8,0,0
14,26,F,Midlands,Wales & West,Silver,4000,6,1,1
7,60,M,South West,S West,Tin,0.01,7,0,0
6,58,U,South East,London,Silver,5000,5,0,0
7,67,F,Midlands,East,Silver,5000,4,0,0
14,60,F,North,N West,Silver,5000,1,0,0
2,40,M,South East,S & S East,Tin,0.01,4,0,0
6,39,F,South East,London,Tin,0.01,5,1,1
6,43,F,Midlands,Wales & West,Tin,0.01,5,0,0
8,49,M,Midlands,Midlands,Gold,6053.35,7,0,0
12,57,F,Midlands,East,Gold,5300,27,0,0
3,35,U,Midlands,Midlands,Silver,540,1,0,0
9,65,M,South East,S & S East,Gold,17000,12,0,0
3,51,F,Midlands,East,Silver,480.01,8,0,0
11,79,F,Scottish,C Scotland,Silver,4884.25,31,1,1
13,43,F,North,N West,Silver,50,11,1,1
10,61,F,South East,S & S East,Gold,5900,8,1,1
23,36,M,South East,London,Tin,0.01,5,1,2
10,55,F,South East,London,Gold,12552.66,8,0,0
9,51,F,South East,London,Tin,0.01,8,0,0
9,36,F,South East,London,Silver,700,9,1,1
9,75,U,Midlands,Wales & West,Silver,500,27,0,0
9,51,F,South East,S & S East,Gold,6000,2,1,1
25,37,F,Midlands,Midlands,Silver,3025.99,1,1,3
7,49,M,South East,London,Silver,5000,5,0,0
13,36,M,North,N East,Silver,5000,8,1,1
7,57,F,North,Yorkshire,Gold,6000,2,0,0
3,45,F,South East,S & S East,Tin,0.01,4,0,0
7,53,F,North,N West,Silver,3000,2,0,0
12,75,U,South East,London,Silver,5000,6,0,0
17,47,M,Midlands,East,Silver,1000,5,0,0
10,74,M,Midlands,East,Gold,6000,15,0,0
5,62,M,South East,London,Tin,0.01,7,0,0
7,78,F,North,Yorkshire,Silver,200,7,0,0
8,61,U,South East,S & S East,Tin,0.01,5,0,0
8,41,F,North,Yorkshire,Tin,0.01,5,0,0
8,61,F,South East,S & S East,Tin,0.01,5,0,0
13,45,M,Midlands,Wales & West,Tin,0.01,4,0,0
11,53,M,South East,London,Silver,50,5,0,0
7,70,M,South East,S & S East,Gold,10000,5,0,0
13,45,F,South West,S West,Tin,0.01,5,0,0
7,52,M,South East,London,Gold,6000,2,0,0
8,38,F,Scottish,N Scot,Tin,0.01,4,1,1
2,49,F,North,N West,Silver,2000,5,0,0
13,69,U,Midlands,Midlands,Gold,6000,5,0,0
9,25,F,South East,S & S East,Silver,500,8,0,0
5,77,F,Scottish,C Scotland,Gold,7000,9,0,0
4,70,F,South East,London,Tin,0.01,4,0,0
7,50,F,Midlands,East,Gold,12990.63,0,0,0
7,43,U,South East,London,Gold,9000,5,0,0
11,72,U,Midlands,Midlands,Silver,3000,8,1,1
9,72,M,North,Yorkshire,Gold,12816.23,17,0,0
14,40,F,South East,London,Silver,2000,4,1,2
8,32,M,North,Yorkshire,Tin,0.01,5,0,0
9,76,F,Midlands,Midlands,Silver,3000,12,0,0
10,62,F,Midlands,Midlands,Gold,6000,4,0,0
6,63,F,South East,London,Gold,18212.02,9,0,0
11,46,M,Midlands,Wales & West,Tin,0.01,4,0,0
7,64,F,South East,London,Gold,6000,1,0,0
6,67,F,Scottish,C Scotland,Gold,17000,5,0,0
11,47,F,North,N West,Gold,12000,2,0,0
9,66,M,South East,S & S East,Gold,6000,2,0,0
7,63,U,Midlands,East,Platinum,31000,1,0,0
4,62,M,South East,London,Silver,800,30,0,0
7,41,F,Midlands,Wales & West,Tin,0.01,5,1,1
9,46,U,North,N West,Silver,3000,3,0,0
10,40,U,North,Yorkshire,Tin,0.01,4,0,0
12,65,F,North,N East,Silver,2500,1,1,1
9,60,M,North,Yorkshire,Silver,5000,5,1,1
6,31,F,South East,London,Silver,300,9,0,0
9,53,F,South West,S West,Gold,8000,3,0,0
10,68,M,Midlands,East,Gold,16852.66,19,0,0
11,62,U,Midlands,Midlands,Silver,3000,1,1,1
9,67,M,South East,London,Gold,15000,8,0,0
15,50,U,South East,London,Silver,5000,2,0,0
6,48,F,South East,S & S East,Silver,4000,14,0,0
9,59,F,South East,London,Silver,2000,1,1,2
3,36,M,Midlands,Midlands,Tin,0.01,5,0,0
8,62,U,North,N West,Gold,14331.72,7,0,0
7,28,F,South East,London,Tin,0.01,8,0,0
13,53,U,Midlands,East,Silver,100,1,0,0
10,34,F,South East,London,Tin,0.01,8,1,1
3,51,F,South East,London,Gold,9000,1,0,0
6,51,F,North,N East,Gold,6000,5,0,0
8,51,F,Midlands,Wales & West,Tin,0.01,4,0,0
7,79,M,Midlands,East,Silver,480,2,0,0
6,57,M,South East,London,Silver,4000,4,0,0
11,51,F,South East,London,Silver,2933.09,14,0,0
10,58,F,South East,S & S East,Tin,0.01,8,0,0
4,63,F,Midlands,Midlands,Gold,6000,5,0,0
2,77,U,North,N West,Gold,6000,5,0,0
5,33,F,Midlands,Midlands,Silver,1000,4,1,1
11,76,U,South West,S West,Platinum,20367.69,3,1,1
12,64,F,Scottish,Border,Silver,2333.01,19,0,0
10,71,M,Midlands,Ulster,Gold,10000,4,0,0
13,59,M,Midlands,East,Platinum,26000,4,0,0
7,43,F,North,N East,Silver,2000,5,1,1
7,58,F,Midlands,Midlands,Tin,0.01,9,0,0
12,62,M,North,N West,Silver,3000,3,1,1
8,75,M,Scottish,C Scotland,Platinum,20473.13,3,0,0
10,48,M,South East,London,Tin,0.01,8,0,0
7,66,F,Midlands,Midlands,Silver,3000,9,0,0
8,47,F,Midlands,Wales & West,Tin,0.01,7,1,1
8,63,F,Midlands,Wales & West,Tin,0.01,8,0,0
9,43,F,South East,S & S East,Tin,0.01,5,1,1
10,45,M,South East,S & S East,Tin,0.01,10,0,0
8,63,U,South East,S & S East,Silver,3000,2,0,0
6,59,U,North,Yorkshire,Silver,5000,2,0,0
17,75,F,South East,London,Silver,1000,21,1,1
5,56,F,North,N East,Tin,0.01,5,0,0
9,41,F,South East,London,Tin,0.01,4,0,0
8,34,F,North,N West,Tin,0.01,5,1,1
9,68,M,South East,S & S East,Silver,1000,5,0,0
9,31,F,South East,London,Silver,5000,3,0,0
8,52,M,Midlands,Midlands,Gold,7020,4,0,0
5,54,M,South West,S West,Gold,18212.02,7,0,0
13,39,F,South East,London,Gold,6000,2,1,1
9,71,M,South East,London,Tin,0.01,20,1,1
7,34,F,South West,S West,Tin,0.01,7,1,1
7,51,F,North,N West,Silver,800,9,0,0
7,62,M,South East,London,Tin,0.01,4,0,0
7,51,F,Midlands,Midlands,Silver,624,7,0,0
2,64,F,Scottish,C Scotland,Tin,0.01,5,0,0
4,45,U,South East,London,Tin,0.01,9,0,0
12,64,U,South West,S West,Silver,50.01,11,0,0
9,53,F,Midlands,Midlands,Gold,6000,2,0,0
9,51,F,Midlands,East,Silver,2000,5,0,0
12,60,U,South East,London,Platinum,20384.61,3,0,0
8,37,M,South East,S & S East,Tin,0.01,5,0,0
5,65,F,South East,London,Silver,5000,3,0,0
2,51,F,Scottish,C Scotland,Silver,2500,3,0,0
5,69,F,Scottish,C Scotland,Silver,1500,13,0,0
6,72,F,Midlands,Midlands,Silver,1000,7,0,0
10,71,M,South East,London,Gold,9000,3,0,0
10,76,F,South East,London,Gold,12160.99,7,0,0
6,50,M,Midlands,Midlands,Silver,3000,7,0,0
5,35,F,South East,S & S East,Tin,0.01,5,1,1
12,53,F,South East,London,Gold,6000,2,0,0
11,72,M,Midlands,Midlands,Silver,480,11,0,0
12,58,F,North,N West,Gold,6000,2,0,0
13,33,F,South East,London,Silver,2500,13,1,1
8,58,F,South East,London,Tin,0.01,7,1,1
15,59,F,South East,London,Gold,6000,7,0,0
4,72,F,North,Yorkshire,Gold,6000,1,1,1
7,35,F,North,N West,Tin,0.01,4,1,1
4,63,M,North,N West,Gold,6000,1,0,0
9,59,F,Midlands,East,Silver,4884.25,8,1,1
7,40,M,North,N East,Tin,0.01,4,0,0
9,73,M,South East,London,Gold,10080,21,0,0
12,47,F,North,N West,Silver,600,9,0,0
21,43,F,North,N East,Tin,0.01,5,1,2
6,52,F,North,Yorkshire,Silver,4884.25,8,0,0
12,56,F,Midlands,Midlands,Silver,50,10,1,2
5,70,F,South East,S & S East,Gold,16000,3,0,0
8,59,M,South East,London,Tin,0.01,5,0,0
9,48,M,South East,London,Tin,0.01,5,0,0
4,56,U,North,N West,Silver,1800,8,0,0
4,77,M,South East,London,Gold,6000,5,0,0
16,71,U,South East,S & S East,Silver,780,12,0,0
7,65,U,Midlands,Wales & West,Gold,6053.35,7,0,0
11,39,F,South East,London,Gold,6000,1,1,1
5,68,M,North,Yorkshire,Gold,6000,2,0,0
8,45,U,Midlands,Ulster,Platinum,30000,2,0,0
13,36,F,South East,London,Tin,0.01,5,1,1
7,57,M,South East,London,Silver,2000,4,0,0
12,69,M,Midlands,Wales & West,Gold,7850,8,0,0
7,46,F,South East,London,Tin,0.01,5,0,0
15,46,F,Scottish,C Scotland,Tin,0.01,9,1,2
11,47,M,Midlands,Wales & West,Silver,5000,6,0,0
7,78,F,South West,S West,Gold,11025.5,11,1,1
10,40,M,Midlands,Midlands,Tin,0.01,9,0,0
7,46,F,North,N West,Silver,0.02,8,0,0
8,43,U,South East,London,Tin,0.01,7,1,1
4,56,F,South East,London,Silver,3200,30,0,0
10,60,F,South East,London,Gold,6000,19,1,1
8,46,U,South East,London,Silver,4765.51,8,0,0
11,33,F,North,N West,Silver,4000,2,1,1
13,31,F,South East,London,Silver,50,3,1,1
21,59,F,South East,S & S East,Tin,0.01,8,1,2
11,73,U,South East,London,Silver,300,16,0,0
5,62,F,Midlands,Midlands,Silver,50,7,0,0
4,75,F,Midlands,East,Silver,100,1,0,0
7,76,F,South East,S & S East,Gold,6000,6,0,0
11,65,U,South East,London,Silver,4391.56,18,0,0
3,79,F,Midlands,Wales & West,Gold,6107.64,6,0,0
7,68,M,North,N West,Gold,6000,2,0,0
5,47,M,South East,S & S East,Silver,100,1,0,0
7,51,M,Scottish,N Scot,Tin,0.01,4,0,0
12,52,F,Midlands,East,Gold,8400,8,0,0
9,38,M,North,N East,Silver,1000,9,1,1
7,54,F,Midlands,Midlands,Silver,600,12,0,0
8,68,U,Midlands,Midlands,Gold,18971.56,21,0,0
10,72,F,Midlands,Midlands,Silver,3052.66,7,0,0
6,67,F,North,Yorkshire,Silver,50.01,8,0,0
9,45,F,Midlands,Wales & West,Tin,0.01,4,1,2
4,46,U,Midlands,Wales & West,Tin,0.01,8,0,0
11,73,F,South East,London,Platinum,29201.59,9,1,1
11,47,F,Midlands,Ulster,Tin,0.01,5,1,1
8,55,U,Midlands,Midlands,Tin,0.01,5,0,0
9,44,F,South East,London,Tin,0.01,5,1,1
7,55,F,North,N West,Platinum,21053.35,1,0,0
11,47,U,South East,London,Tin,0.01,9,0,0
7,68,M,North,N West,Gold,12000,20,1,1
10,49,F,South West,S West,Platinum,32406.61,4,0,0
8,55,F,Midlands,Wales & West,Tin,0.01,4,0,0
10,53,M,South East,London,Silver,3053.82,7,0,0
6,47,F,South East,S & S East,Gold,6000,2,0,0
7,50,M,South East,S & S East,Gold,9000,8,0,0
9,55,U,South East,London,Tin,0.01,4,0,0
6,54,M,North,N West,Silver,3241.56,10,0,0
6,40,F,South East,London,Gold,6000,1,0,0
5,48,F,South East,London,Tin,0.01,8,0,0
9,45,M,Midlands,Midlands,Silver,2000,5,0,0
13,60,U,Midlands,East,Gold,6000,1,0,0
8,50,M,North,Yorkshire,Tin,0.01,5,0,0
9,32,M,North,N West,Tin,0.01,5,1,1
6,52,M,South East,London,Silver,1044.71,14,0,0
13,43,F,South East,London,Silver,5000,11,1,2
7,70,U,South East,London,Gold,6107.64,5,0,0
3,37,F,South East,London,Silver,750,8,1,1
5,48,F,North,N East,Tin,0.01,8,0,0
8,58,F,Midlands,Midlands,Gold,6000,1,0,0
8,67,M,Midlands,Wales & West,Gold,6000,2,0,0
11,44,F,Scottish,N Scot,Gold,6053.35,6,1,1
6,48,F,South East,London,Silver,3000.01,4,0,0
8,46,F,North,N West,Silver,1000.01,9,0,0
8,69,U,Midlands,Midlands,Platinum,53015.95,18,0,0
9,64,M,South East,London,Gold,10000,4,1,1
8,59,U,Midlands,Midlands,Silver,5000,5,0,0
9,67,F,Midlands,Midlands,Tin,0.01,8,0,0
3,61,F,South East,London,Platinum,21553.35,22,0,0
11,35,F,South East,S & S East,Tin,0.01,5,1,1
9,65,U,Midlands,East,Tin,0.01,8,0,0
4,72,M,Midlands,Wales & West,Gold,18000,2,0,0
9,68,M,South East,London,Silver,2500,2,0,0
3,68,M,South East,London,Gold,12000,8,0,0
7,36,F,South East,London,Tin,0.01,5,0,0
13,76,M,Midlands,Midlands,Platinum,20622.81,3,0,0
11,77,M,North,Yorkshire,Tin,0.01,2,0,0
12,23,M,Midlands,Wales & West,Silver,1000,2,0,0
